binned_latitude,binned_longitude,hour,type,subtype,count
41.87,-87.65,03:00,Accident,Unclassified,12
41.88,-87.67,07:00,Road Closed,Event,12
41.89,-87.63,04:00,Jam,Unclassified,12
41.86,-87.64,01:00,Accident,Unclassified,12
41.78,-87.63,01:00,Accident,Major,12
41.93,-87.65,00:00,Road Closed,Unclassified,12
41.9,-87.66,04:00,Jam,Unclassified,12
41.92,-87.71,15:00,Road Closed,Unclassified,12
41.86,-87.64,11:00,Accident,Unclassified,12
41.94,-87.65,15:00,Road Closed,Unclassified,12
41.99,-87.81,21:00,Hazard,Other,12
41.86,-87.7,02:00,Hazard,Other,12
41.81,-87.63,20:00,Accident,Major,12
41.99,-87.81,16:00,Hazard,Other,12
41.98,-87.81,23:00,Hazard,Other,12
41.91,-87.66,01:00,Accident,Unclassified,12
41.94,-87.71,20:00,Jam,Moderate Traffic,12
41.92,-87.67,20:00,Jam,Moderate Traffic,12
41.98,-87.83,04:00,Hazard,Other,12
41.95,-87.65,01:00,Road Closed,Unclassified,12
41.9,-87.66,03:00,Accident,Major,12
41.87,-87.62,04:00,Road Closed,Event,11
41.88,-87.62,22:00,Road Closed,Event,11
41.88,-87.64,04:00,Accident,Unclassified,11
41.87,-87.72,19:00,Accident,Major,11
41.97,-87.81,21:00,Hazard,Other,11
41.94,-87.65,16:00,Road Closed,Unclassified,11
41.85,-87.64,04:00,Accident,Major,11
41.97,-87.76,16:00,Accident,Major,11
41.91,-87.67,01:00,Accident,Unclassified,11
41.82,-87.72,19:00,Accident,Major,11
41.97,-87.75,11:00,Accident,Unclassified,11
41.87,-87.64,11:00,Accident,Unclassified,11
41.98,-87.81,02:00,Hazard,Other,11
41.91,-87.63,01:00,Accident,Unclassified,11
41.94,-87.64,02:00,Road Closed,Unclassified,11
41.81,-87.63,18:00,Accident,Major,11
41.88,-87.62,04:00,Jam,Unclassified,11
41.92,-87.67,04:00,Jam,Unclassified,11
41.99,-87.81,01:00,Hazard,Other,11
41.86,-87.64,02:00,Accident,Major,11
41.78,-87.63,21:00,Accident,Major,11
41.84,-87.68,13:00,Hazard,On Shoulder,11
41.88,-87.68,13:00,Accident,Major,11
41.91,-87.66,05:00,Jam,Stand-Still Traffic,11
41.78,-87.63,07:00,Accident,Major,11
41.88,-87.62,12:00,Hazard,On Shoulder,11
41.81,-87.63,09:00,Accident,Major,11
41.79,-87.63,23:00,Accident,Major,11
41.85,-87.64,11:00,Accident,Unclassified,11
41.94,-87.64,03:00,Road Closed,Unclassified,11
41.71,-87.64,02:00,Road Closed,Unclassified,11
41.89,-87.63,16:00,Road Closed,Unclassified,11
41.99,-87.81,23:00,Hazard,Other,11
41.9,-87.66,20:00,Accident,Major,11
41.9,-87.66,18:00,Accident,Major,11
41.89,-87.62,00:00,Road Closed,Unclassified,11
41.88,-87.67,21:00,Accident,Major,11
41.85,-87.64,14:00,Accident,Major,11
41.98,-87.82,19:00,Hazard,Other,11
41.89,-87.65,04:00,Road Closed,Unclassified,11
41.84,-87.63,21:00,Accident,Major,11
41.89,-87.65,03:00,Accident,Major,11
41.86,-87.62,19:00,Hazard,Other,11
41.81,-87.63,04:00,Accident,Unclassified,11
41.89,-87.66,16:00,Road Closed,Unclassified,11
41.88,-87.65,01:00,Accident,Major,11
41.81,-87.63,03:00,Accident,Unclassified,11
41.99,-87.82,10:00,Hazard,Other,11
41.84,-87.63,20:00,Accident,Major,11
41.87,-87.64,16:00,Accident,Major,10
41.85,-87.63,22:00,Accident,Major,10
41.81,-87.63,13:00,Hazard,On Shoulder,10
41.88,-87.63,13:00,Hazard,On Shoulder,10
41.87,-87.62,22:00,Road Closed,Event,10
41.98,-87.84,18:00,Hazard,Other,10
41.88,-87.67,04:00,Road Closed,Unclassified,10
41.88,-87.62,22:00,Jam,Moderate Traffic,10
41.85,-87.64,13:00,Accident,Major,10
41.88,-87.67,03:00,Road Closed,Unclassified,10
41.8,-87.63,04:00,Accident,Major,10
41.98,-87.81,20:00,Hazard,Other,10
41.88,-87.66,04:00,Accident,Unclassified,10
41.94,-87.71,11:00,Accident,Unclassified,10
41.88,-87.67,13:00,Hazard,On Shoulder,10
41.98,-87.82,21:00,Hazard,Other,10
41.85,-87.64,22:00,Accident,Major,10
41.81,-87.63,07:00,Accident,Unclassified,10
41.88,-87.68,18:00,Accident,Major,10
41.85,-87.63,21:00,Accident,Major,10
41.98,-87.79,17:00,Jam,Moderate Traffic,10
41.94,-87.71,13:00,Hazard,On Shoulder,10
41.98,-87.79,23:00,Accident,Major,10
41.88,-87.65,22:00,Accident,Major,10
41.79,-87.63,05:00,Accident,Unclassified,10
41.87,-87.72,18:00,Accident,Major,10
41.77,-87.63,07:00,Accident,Major,10
41.99,-87.82,14:00,Hazard,Other,10
41.99,-87.82,04:00,Hazard,Other,10
41.99,-87.82,00:00,Hazard,Other,10
41.95,-87.73,13:00,Hazard,On Shoulder,10
41.84,-87.63,10:00,Accident,Unclassified,10
41.86,-87.64,00:00,Accident,Major,10
41.78,-87.63,09:00,Accident,Unclassified,10
41.78,-87.63,07:00,Accident,Unclassified,10
41.98,-87.67,19:00,Hazard,Other,10
41.89,-87.62,03:00,Road Closed,Unclassified,10
41.91,-87.67,02:00,Accident,Unclassified,10
41.9,-87.63,11:00,Road Closed,Unclassified,10
41.7,-87.59,05:00,Jam,Heavy Traffic,10
41.9,-87.66,06:00,Jam,Unclassified,10
41.9,-87.66,05:00,Accident,Unclassified,10
41.9,-87.62,05:00,Accident,Unclassified,10
41.97,-87.81,22:00,Hazard,Other,10
41.9,-87.62,06:00,Accident,Unclassified,10
41.86,-87.64,05:00,Accident,Major,10
41.87,-87.65,04:00,Jam,Unclassified,10
41.87,-87.64,13:00,Hazard,On Shoulder,10
41.89,-87.65,06:00,Jam,Unclassified,10
41.86,-87.64,05:00,Jam,Heavy Traffic,10
41.87,-87.64,04:00,Accident,Major,10
41.87,-87.64,04:00,Accident,Unclassified,10
41.86,-87.64,05:00,Accident,Unclassified,10
41.87,-87.64,00:00,Accident,Major,10
41.86,-87.64,23:00,Accident,Major,10
41.87,-87.65,05:00,Jam,Stand-Still Traffic,10
41.99,-87.82,06:00,Hazard,Other,9
41.88,-87.65,18:00,Jam,Moderate Traffic,9
41.87,-87.64,01:00,Accident,Major,9
41.94,-87.64,04:00,Road Closed,Event,9
41.87,-87.64,03:00,Accident,Major,9
41.83,-87.7,05:00,Jam,Stand-Still Traffic,9
41.85,-87.64,05:00,Accident,Unclassified,9
41.98,-87.79,15:00,Jam,Moderate Traffic,9
41.88,-87.65,00:00,Accident,Major,9
41.85,-87.64,18:00,Accident,Major,9
41.9,-87.66,04:00,Accident,Major,9
41.88,-87.68,02:00,Road Closed,Unclassified,9
41.85,-87.64,10:00,Accident,Unclassified,9
41.79,-87.63,22:00,Accident,Major,9
41.71,-87.61,13:00,Accident,Major,9
41.72,-87.62,02:00,Accident,Unclassified,9
41.9,-87.66,14:00,Jam,Moderate Traffic,9
41.9,-87.66,16:00,Accident,Major,9
41.86,-87.64,20:00,Accident,Major,9
41.71,-87.61,18:00,Accident,Major,9
41.88,-87.65,06:00,Road Closed,Unclassified,9
41.88,-87.68,04:00,Road Closed,Unclassified,9
41.9,-87.66,02:00,Accident,Major,9
41.9,-87.66,00:00,Accident,Major,9
41.97,-87.81,13:00,Hazard,Other,9
41.83,-87.69,13:00,Hazard,On Shoulder,9
41.93,-87.69,22:00,Accident,Major,9
41.87,-87.76,23:00,Accident,Major,9
41.88,-87.67,04:00,Jam,Unclassified,9
41.91,-87.66,05:00,Jam,Heavy Traffic,9
41.88,-87.67,05:00,Road Closed,Unclassified,9
41.88,-87.67,02:00,Road Closed,Unclassified,9
41.91,-87.67,21:00,Jam,Moderate Traffic,9
41.76,-87.63,18:00,Accident,Major,9
41.87,-87.62,11:00,Road Closed,Unclassified,9
41.87,-87.64,17:00,Accident,Major,9
41.95,-87.64,04:00,Accident,Unclassified,9
41.89,-87.65,07:00,Jam,Stand-Still Traffic,9
41.73,-87.62,21:00,Accident,Major,9
41.85,-87.61,19:00,Hazard,Other,9
41.94,-87.71,22:00,Jam,Moderate Traffic,9
41.89,-87.65,02:00,Hazard,Other,9
41.81,-87.63,05:00,Accident,Unclassified,9
41.87,-87.64,21:00,Hazard,On Shoulder,9
41.86,-87.64,21:00,Jam,Moderate Traffic,9
41.89,-87.65,05:00,Jam,Unclassified,9
41.89,-87.65,13:00,Accident,Minor,9
41.84,-87.63,07:00,Accident,Unclassified,9
41.81,-87.63,10:00,Accident,Unclassified,9
41.84,-87.63,09:00,Accident,Unclassified,9
41.78,-87.63,03:00,Accident,Major,9
41.82,-87.63,10:00,Accident,Unclassified,9
41.98,-87.69,00:00,Jam,Moderate Traffic,9
41.88,-87.62,10:00,Road Closed,Unclassified,9
41.82,-87.63,05:00,Accident,Unclassified,9
41.82,-87.73,12:00,Jam,Moderate Traffic,9
41.69,-87.6,05:00,Jam,Stand-Still Traffic,9
41.84,-87.63,11:00,Accident,Major,9
41.82,-87.63,13:00,Accident,Major,9
41.89,-87.63,05:00,Jam,Stand-Still Traffic,9
41.87,-87.64,20:00,Hazard,On Shoulder,9
41.97,-87.76,14:00,Accident,Major,9
41.81,-87.63,02:00,Accident,Major,9
41.92,-87.7,13:00,Hazard,On Shoulder,9
42.0,-87.76,12:00,Hazard,On Shoulder,9
41.81,-87.63,03:00,Accident,Major,9
41.81,-87.63,14:00,Accident,Major,8
41.81,-87.63,02:00,Hazard,Other,8
41.86,-87.62,05:00,Jam,Stand-Still Traffic,8
41.97,-87.75,14:00,Accident,Minor,8
41.95,-87.72,22:00,Accident,Minor,8
41.92,-87.67,22:00,Jam,Moderate Traffic,8
41.84,-87.63,06:00,Accident,Unclassified,8
41.95,-87.72,07:00,Accident,Unclassified,8
41.85,-87.63,02:00,Hazard,Other,8
41.88,-87.67,05:00,Jam,Heavy Traffic,8
41.98,-87.81,05:00,Hazard,Other,8
41.84,-87.63,09:00,Hazard,Other,8
41.94,-87.65,07:00,Road Closed,Unclassified,8
41.95,-87.73,20:00,Jam,Moderate Traffic,8
41.86,-87.64,01:00,Accident,Major,8
41.94,-87.64,00:00,Road Closed,Event,8
41.98,-87.82,00:00,Hazard,Other,8
41.99,-87.67,20:00,Hazard,Other,8
41.94,-87.64,06:00,Road Closed,Unclassified,8
41.87,-87.62,20:00,Road Closed,Event,8
41.95,-87.73,14:00,Hazard,On Shoulder,8
41.98,-87.82,22:00,Hazard,Other,8
41.86,-87.64,07:00,Accident,Major,8
41.98,-87.82,01:00,Hazard,Other,8
41.92,-87.79,22:00,Hazard,On Shoulder,8
41.84,-87.63,03:00,Accident,Major,8
41.81,-87.63,05:00,Accident,Major,8
41.92,-87.68,00:00,Jam,Moderate Traffic,8
41.98,-87.82,23:00,Hazard,Other,8
41.92,-87.67,05:00,Jam,Heavy Traffic,8
41.73,-87.62,10:00,Accident,Unclassified,8
41.97,-87.77,18:00,Accident,Major,8
41.81,-87.63,09:00,Accident,Unclassified,8
41.84,-87.68,12:00,Hazard,On Shoulder,8
41.98,-87.81,22:00,Jam,Moderate Traffic,8
41.84,-87.63,13:00,Accident,Major,8
41.98,-87.82,03:00,Hazard,Other,8
41.95,-87.72,22:00,Jam,Moderate Traffic,8
42.0,-87.82,22:00,Hazard,Other,8
41.98,-87.82,05:00,Jam,Heavy Traffic,8
41.89,-87.62,21:00,Hazard,On Shoulder,8
41.98,-87.66,20:00,Road Closed,Event,8
41.88,-87.63,02:00,Road Closed,Unclassified,8
41.89,-87.63,05:00,Jam,Unclassified,8
41.82,-87.63,11:00,Accident,Major,8
41.93,-87.63,19:00,Hazard,Other,8
41.88,-87.65,21:00,Accident,Minor,8
41.77,-87.63,05:00,Accident,Major,8
41.98,-87.78,12:00,Jam,Moderate Traffic,8
41.82,-87.74,12:00,Hazard,On Shoulder,8
41.96,-87.75,11:00,Road Closed,Unclassified,8
41.85,-87.64,02:00,Accident,Major,8
41.94,-87.7,13:00,Jam,Moderate Traffic,8
41.79,-87.79,17:00,Hazard,Other,8
41.98,-87.75,21:00,Jam,Moderate Traffic,8
41.87,-87.64,15:00,Accident,Major,8
41.89,-87.66,06:00,Jam,Stand-Still Traffic,8
41.94,-87.71,10:00,Accident,Unclassified,8
41.88,-87.62,11:00,Road Closed,Event,8
41.89,-87.65,19:00,Jam,Moderate Traffic,8
41.88,-87.62,03:00,Road Closed,Unclassified,8
41.89,-87.65,01:00,Accident,Major,8
41.88,-87.62,19:00,Hazard,Other,8
41.89,-87.65,13:00,Jam,Moderate Traffic,8
41.89,-87.65,07:00,Accident,Major,8
41.88,-87.62,15:00,Road Closed,Event,8
41.97,-87.75,19:00,Jam,Moderate Traffic,8
41.97,-87.75,13:00,Jam,Moderate Traffic,8
41.97,-87.81,18:00,Hazard,Other,8
41.9,-87.62,19:00,Hazard,Other,8
41.9,-87.62,17:00,Accident,Minor,8
41.94,-87.67,00:00,Jam,Moderate Traffic,8
41.93,-87.69,22:00,Jam,Moderate Traffic,8
41.93,-87.69,20:00,Jam,Moderate Traffic,8
41.88,-87.65,05:00,Jam,Unclassified,8
41.85,-87.64,23:00,Accident,Major,8
41.87,-87.62,03:00,Road Closed,Unclassified,8
41.98,-87.79,14:00,Hazard,On Shoulder,8
41.97,-87.81,19:00,Hazard,Other,8
41.97,-87.81,23:00,Hazard,Other,8
41.87,-87.62,15:00,Road Closed,Event,8
41.9,-87.66,17:00,Accident,Major,8
41.9,-87.66,23:00,Hazard,Other,8
41.99,-87.81,15:00,Hazard,Other,8
41.88,-87.67,14:00,Hazard,On Shoulder,8
41.93,-87.69,19:00,Jam,Moderate Traffic,8
41.88,-87.65,16:00,Accident,Major,8
41.88,-87.65,17:00,Accident,Major,8
41.99,-87.82,22:00,Hazard,Other,8
41.9,-87.66,00:00,Jam,Moderate Traffic,8
41.9,-87.67,22:00,Hazard,On Shoulder,8
41.99,-87.81,10:00,Hazard,Other,8
41.99,-87.81,05:00,Hazard,Other,8
41.83,-87.63,12:00,Hazard,On Shoulder,8
41.97,-87.75,23:00,Jam,Moderate Traffic,7
41.85,-87.64,20:00,Jam,Moderate Traffic,7
41.86,-87.64,21:00,Accident,Minor,7
41.87,-87.62,19:00,Hazard,On Shoulder,7
41.85,-87.64,21:00,Accident,Minor,7
41.83,-87.63,10:00,Accident,Unclassified,7
41.85,-87.64,21:00,Jam,Moderate Traffic,7
41.87,-87.64,12:00,Accident,Major,7
41.86,-87.64,15:00,Accident,Major,7
41.87,-87.64,14:00,Hazard,On Shoulder,7
41.87,-87.64,13:00,Accident,Major,7
41.82,-87.73,16:00,Jam,Moderate Traffic,7
41.87,-87.65,18:00,Jam,Moderate Traffic,7
41.82,-87.73,18:00,Jam,Moderate Traffic,7
41.98,-87.84,01:00,Hazard,Other,7
41.87,-87.73,17:00,Accident,Major,7
41.97,-87.76,11:00,Accident,Major,7
41.84,-87.63,17:00,Accident,Major,7
41.87,-87.62,23:00,Road Closed,Event,7
41.81,-87.63,08:00,Accident,Major,7
41.83,-87.71,19:00,Jam,Moderate Traffic,7
41.83,-87.7,06:00,Jam,Stand-Still Traffic,7
41.84,-87.69,20:00,Hazard,On Shoulder,7
41.85,-87.64,06:00,Accident,Unclassified,7
41.82,-87.74,05:00,Accident,Unclassified,7
41.87,-87.72,13:00,Accident,Major,7
41.85,-87.62,03:00,Road Closed,Unclassified,7
41.87,-87.72,17:00,Accident,Major,7
41.98,-87.93,15:00,Hazard,Other,7
41.87,-87.72,15:00,Accident,Major,7
41.97,-87.75,17:00,Accident,Major,7
41.84,-87.68,11:00,Hazard,On Shoulder,7
41.85,-87.64,11:00,Accident,Major,7
41.85,-87.64,16:00,Accident,Major,7
41.97,-87.69,00:00,Jam,Moderate Traffic,7
41.82,-87.63,06:00,Accident,Major,7
41.97,-87.75,00:00,Jam,Moderate Traffic,7
41.84,-87.63,05:00,Hazard,Other,7
41.87,-87.62,04:00,Road Closed,Unclassified,7
41.82,-87.74,22:00,Jam,Moderate Traffic,7
41.85,-87.64,17:00,Jam,Moderate Traffic,7
41.81,-87.63,13:00,Hazard,Other,7
41.85,-87.63,06:00,Hazard,Other,7
41.85,-87.63,22:00,Hazard,On Shoulder,7
41.88,-87.63,22:00,Jam,Moderate Traffic,7
41.78,-87.63,23:00,Accident,Major,7
41.88,-87.63,14:00,Hazard,On Shoulder,7
41.88,-87.63,03:00,Road Closed,Unclassified,7
41.78,-87.63,10:00,Accident,Unclassified,7
41.78,-87.63,06:00,Accident,Major,7
41.92,-87.63,05:00,Road Closed,Event,7
41.79,-87.63,04:00,Accident,Major,7
41.89,-87.64,05:00,Road Closed,Unclassified,7
41.79,-87.63,18:00,Accident,Major,7
41.79,-87.63,17:00,Accident,Major,7
41.98,-87.75,12:00,Hazard,On Shoulder,7
41.88,-87.65,23:00,Jam,Moderate Traffic,7
41.88,-87.65,21:00,Jam,Moderate Traffic,7
41.88,-87.65,06:00,Jam,Heavy Traffic,7
41.93,-87.68,21:00,Jam,Moderate Traffic,7
41.88,-87.65,10:00,Accident,Unclassified,7
41.93,-87.68,22:00,Jam,Moderate Traffic,7
41.95,-87.73,14:00,Accident,Major,7
41.71,-87.61,00:00,Accident,Major,7
41.93,-87.69,00:00,Jam,Moderate Traffic,7
41.98,-87.78,15:00,Jam,Moderate Traffic,7
41.93,-87.7,14:00,Jam,Moderate Traffic,7
41.93,-87.7,12:00,Hazard,On Shoulder,7
41.89,-87.65,23:00,Accident,Major,7
41.89,-87.69,22:00,Hazard,On Shoulder,7
41.89,-87.69,21:00,Hazard,On Shoulder,7
41.89,-87.65,07:00,Jam,Heavy Traffic,7
41.92,-87.79,21:00,Hazard,On Shoulder,7
41.92,-87.79,12:00,Hazard,On Shoulder,7
41.89,-87.65,18:00,Jam,Moderate Traffic,7
41.92,-87.67,23:00,Jam,Moderate Traffic,7
41.91,-87.67,05:00,Road Closed,Unclassified,7
41.98,-87.75,13:00,Jam,Moderate Traffic,7
41.98,-87.75,14:00,Jam,Moderate Traffic,7
41.95,-87.71,17:00,Jam,Moderate Traffic,7
42.0,-87.77,22:00,Hazard,On Shoulder,7
41.92,-87.67,14:00,Jam,Moderate Traffic,7
42.0,-87.81,22:00,Hazard,On Shoulder,7
41.89,-87.65,12:00,Jam,Moderate Traffic,7
41.92,-87.67,13:00,Jam,Moderate Traffic,7
41.92,-87.67,01:00,Jam,Moderate Traffic,7
41.89,-87.65,16:00,Accident,Major,7
41.73,-87.62,07:00,Accident,Unclassified,7
41.92,-87.68,21:00,Jam,Moderate Traffic,7
41.9,-87.66,15:00,Accident,Major,7
41.99,-87.81,22:00,Hazard,Other,7
41.88,-87.7,11:00,Accident,Major,7
41.9,-87.66,19:00,Accident,Minor,7
41.77,-87.63,08:00,Accident,Major,7
41.98,-87.81,01:00,Hazard,Other,7
41.9,-87.66,06:00,Jam,Stand-Still Traffic,7
41.78,-87.74,06:00,Hazard,Other,7
41.98,-87.81,00:00,Accident,Major,7
41.88,-87.68,20:00,Hazard,On Shoulder,7
41.98,-87.81,23:00,Accident,Major,7
41.98,-87.81,23:00,Jam,Moderate Traffic,7
41.99,-87.81,04:00,Hazard,Other,7
41.98,-87.81,10:00,Hazard,Other,7
41.98,-87.81,06:00,Hazard,Other,7
41.9,-87.66,01:00,Accident,Major,7
41.96,-87.75,14:00,Accident,Minor,7
41.98,-87.81,14:00,Hazard,Other,7
41.9,-87.7,13:00,Jam,Moderate Traffic,7
41.98,-87.81,12:00,Jam,Moderate Traffic,7
41.88,-87.69,13:00,Jam,Moderate Traffic,7
41.96,-87.75,13:00,Accident,Major,7
41.89,-87.62,14:00,Hazard,On Shoulder,7
41.9,-87.62,09:00,Accident,Unclassified,7
41.94,-87.71,14:00,Accident,Major,7
41.88,-87.66,15:00,Accident,Major,7
41.94,-87.64,22:00,Road Closed,Event,7
41.88,-87.66,17:00,Hazard,On Shoulder,7
41.98,-87.82,02:00,Hazard,Other,7
41.98,-87.8,12:00,Jam,Moderate Traffic,7
41.9,-87.63,07:00,Road Closed,Unclassified,7
41.98,-87.66,00:00,Road Closed,Event,7
41.8,-87.63,07:00,Accident,Unclassified,7
41.8,-87.63,03:00,Accident,Major,7
41.91,-87.66,14:00,Jam,Moderate Traffic,6
41.95,-87.65,02:00,Jam,Moderate Traffic,6
41.98,-87.91,05:00,Hazard,Other,6
41.87,-87.77,16:00,Jam,Moderate Traffic,6
41.75,-87.74,00:00,Hazard,On Shoulder,6
41.87,-87.77,12:00,Jam,Moderate Traffic,6
41.75,-87.68,18:00,Hazard,Other,6
41.91,-87.65,23:00,Hazard,On Shoulder,6
41.98,-87.93,17:00,Hazard,Other,6
41.83,-87.69,10:00,Hazard,On Shoulder,6
41.83,-87.69,19:00,Hazard,On Shoulder,6
41.87,-87.74,12:00,Accident,Major,6
41.97,-87.81,10:00,Hazard,Other,6
41.97,-87.81,16:00,Hazard,Other,6
41.9,-87.62,15:00,Accident,Minor,6
41.97,-87.81,15:00,Hazard,Other,6
41.9,-87.62,14:00,Accident,Minor,6
41.76,-87.63,09:00,Accident,Unclassified,6
41.9,-87.62,02:00,Accident,Minor,6
41.76,-87.63,12:00,Accident,Major,6
41.9,-87.62,08:00,Accident,Unclassified,6
41.9,-87.62,07:00,Accident,Unclassified,6
41.97,-87.81,00:00,Hazard,Other,6
41.99,-87.71,00:00,Jam,Moderate Traffic,6
41.91,-87.67,03:00,Accident,Major,6
41.87,-87.72,05:00,Hazard,Other,6
41.97,-87.81,02:00,Hazard,Other,6
41.87,-87.76,17:00,Accident,Major,6
41.95,-87.65,05:00,Road Closed,Unclassified,6
41.83,-87.63,06:00,Accident,Major,6
41.99,-87.81,12:00,Hazard,Other,6
41.9,-87.66,07:00,Accident,Unclassified,6
41.87,-87.72,01:00,Accident,Major,6
41.99,-87.82,09:00,Hazard,Other,6
41.9,-87.66,01:00,Jam,Moderate Traffic,6
41.83,-87.63,12:00,Jam,Moderate Traffic,6
41.97,-87.76,20:00,Hazard,On Shoulder,6
41.97,-87.76,17:00,Accident,Major,6
41.97,-87.76,22:00,Hazard,On Shoulder,6
41.97,-87.76,23:00,Hazard,On Shoulder,6
41.93,-87.68,22:00,Hazard,On Shoulder,6
41.97,-87.76,15:00,Accident,Major,6
41.85,-87.72,14:00,Hazard,On Shoulder,6
41.85,-87.72,02:00,Hazard,Other,6
41.85,-87.64,15:00,Accident,Minor,6
41.66,-87.58,11:00,Hazard,On Shoulder,6
41.85,-87.64,07:00,Accident,Unclassified,6
41.85,-87.64,10:00,Accident,Major,6
41.85,-87.64,10:00,Hazard,Other,6
41.85,-87.64,12:00,Accident,Major,6
41.85,-87.64,13:00,Hazard,Other,6
41.85,-87.63,01:00,Accident,Major,6
41.85,-87.63,14:00,Hazard,On Shoulder,6
41.94,-87.65,06:00,Road Closed,Unclassified,6
41.94,-87.65,14:00,Jam,Moderate Traffic,6
41.94,-87.65,15:00,Road Closed,Event,6
41.85,-87.63,08:00,Hazard,Other,6
41.94,-87.64,04:00,Road Closed,Unclassified,6
41.94,-87.71,09:00,Jam,Stand-Still Traffic,6
41.94,-87.71,13:00,Accident,Major,6
41.94,-87.71,19:00,Jam,Moderate Traffic,6
41.85,-87.65,15:00,Jam,Moderate Traffic,6
41.84,-87.68,21:00,Hazard,On Shoulder,6
41.84,-87.68,22:00,Hazard,On Shoulder,6
41.84,-87.68,10:00,Hazard,On Shoulder,6
41.84,-87.67,19:00,Hazard,On Shoulder,6
41.92,-87.67,15:00,Accident,Minor,6
41.92,-87.67,16:00,Jam,Moderate Traffic,6
41.92,-87.67,18:00,Jam,Moderate Traffic,6
41.92,-87.67,21:00,Jam,Moderate Traffic,6
41.84,-87.66,00:00,Jam,Moderate Traffic,6
41.92,-87.68,17:00,Jam,Moderate Traffic,6
41.92,-87.67,00:00,Jam,Moderate Traffic,6
41.84,-87.68,04:00,Hazard,Other,6
41.95,-87.73,16:00,Hazard,On Shoulder,6
41.84,-87.63,15:00,Accident,Major,6
41.95,-87.73,17:00,Hazard,On Shoulder,6
41.84,-87.63,04:00,Accident,Major,6
41.95,-87.73,21:00,Hazard,On Shoulder,6
41.95,-87.73,19:00,Jam,Moderate Traffic,6
41.93,-87.7,13:00,Jam,Moderate Traffic,6
41.84,-87.66,23:00,Accident,Minor,6
42.0,-87.76,19:00,Hazard,On Shoulder,6
42.0,-87.76,21:00,Hazard,On Shoulder,6
41.86,-87.64,13:00,Accident,Minor,6
41.95,-87.72,13:00,Jam,Moderate Traffic,6
41.86,-87.64,11:00,Accident,Major,6
41.86,-87.64,06:00,Accident,Unclassified,6
41.86,-87.64,04:00,Accident,Major,6
41.95,-87.72,21:00,Jam,Moderate Traffic,6
41.95,-87.72,20:00,Jam,Moderate Traffic,6
41.96,-87.74,18:00,Jam,Moderate Traffic,6
41.98,-87.83,00:00,Hazard,Other,6
41.82,-87.74,17:00,Hazard,On Shoulder,6
41.88,-87.65,02:00,Accident,Major,6
41.87,-87.64,18:00,Accident,Minor,6
41.98,-87.81,15:00,Hazard,Other,6
41.88,-87.63,05:00,Jam,Unclassified,6
41.89,-87.62,17:00,Hazard,On Shoulder,6
41.98,-87.84,23:00,Hazard,Other,6
41.88,-87.63,04:00,Road Closed,Unclassified,6
41.98,-87.81,13:00,Hazard,Other,6
41.98,-87.79,18:00,Jam,Moderate Traffic,6
41.82,-87.74,15:00,Hazard,On Shoulder,6
41.87,-87.68,20:00,Hazard,On Shoulder,6
41.96,-87.74,13:00,Accident,Minor,6
41.96,-87.74,20:00,Jam,Moderate Traffic,6
41.88,-87.65,06:00,Accident,Unclassified,6
41.98,-87.81,03:00,Hazard,Other,6
41.96,-87.74,19:00,Jam,Moderate Traffic,6
41.98,-87.81,04:00,Hazard,Other,6
41.82,-87.74,16:00,Hazard,On Shoulder,6
41.89,-87.61,09:00,Road Closed,Unclassified,6
41.87,-87.64,22:00,Hazard,On Shoulder,6
41.82,-87.63,13:00,Hazard,Other,6
41.87,-87.65,04:00,Road Closed,Unclassified,6
41.88,-87.63,15:00,Hazard,On Shoulder,6
41.88,-87.62,11:00,Road Closed,Unclassified,6
41.88,-87.62,11:00,Hazard,On Shoulder,6
41.82,-87.63,16:00,Accident,Major,6
41.89,-87.63,11:00,Road Closed,Unclassified,6
41.98,-87.8,20:00,Jam,Moderate Traffic,6
41.79,-87.63,16:00,Accident,Major,6
41.78,-87.63,00:00,Accident,Major,6
41.96,-87.74,05:00,Accident,Major,6
41.87,-87.64,20:00,Accident,Minor,6
41.88,-87.62,14:00,Jam,Moderate Traffic,6
41.79,-87.63,15:00,Accident,Major,6
41.79,-87.63,06:00,Accident,Unclassified,6
41.88,-87.66,11:00,Road Closed,Unclassified,6
41.88,-87.62,17:00,Hazard,On Shoulder,6
41.79,-87.63,05:00,Accident,Major,6
41.89,-87.65,14:00,Accident,Minor,6
41.97,-87.83,00:00,Hazard,Other,6
41.87,-87.65,22:00,Accident,Minor,6
41.98,-87.82,05:00,Hazard,Other,6
41.87,-87.64,11:00,Accident,Major,6
41.81,-87.63,04:00,Accident,Major,6
41.89,-87.65,17:00,Jam,Moderate Traffic,6
41.88,-87.65,20:00,Accident,Minor,6
41.79,-87.74,08:00,Hazard,Other,6
41.87,-87.64,02:00,Accident,Major,6
41.89,-87.65,15:00,Accident,Major,6
41.89,-87.69,20:00,Hazard,On Shoulder,6
41.78,-87.75,04:00,Hazard,Other,6
41.98,-87.82,15:00,Hazard,Other,6
41.89,-87.61,18:00,Road Closed,Event,6
41.87,-87.64,14:00,Accident,Major,6
41.89,-87.65,21:00,Accident,Minor,6
41.88,-87.65,22:00,Accident,Minor,6
41.81,-87.63,07:00,Accident,Major,6
41.98,-87.66,21:00,Road Closed,Event,6
41.84,-87.63,02:00,Accident,Major,5
